2.000000000000000000e+02,2.852785742546911914e-04
2.010000000000000000e+02,2.859417406381630552e-04
2.020000000000000000e+02,2.869950048942654527e-04
2.030000000000000000e+02,2.880872789376308818e-04
2.040000000000000000e+02,2.900962829816779620e-04
2.050000000000000000e+02,2.933340953245112178e-04
2.060000000000000000e+02,2.987759606477068206e-04
2.070000000000000000e+02,3.026184246931173114e-04
2.080000000000000000e+02,3.074166285264725933e-04
2.090000000000000000e+02,3.132095819350356439e-04
2.100000000000000000e+02,3.188269913009149706e-04
2.110000000000000000e+02,3.251465768375291928e-04
2.120000000000000000e+02,3.316222015231956501e-04
2.130000000000000000e+02,3.393656442949112605e-04
2.140000000000000000e+02,3.445539460008970219e-04
2.150000000000000000e+02,3.500153162177241676e-04
2.160000000000000000e+02,3.562568821798122723e-04
2.170000000000000000e+02,3.648585402713150133e-04
2.180000000000000000e+02,3.720948558086109408e-04
2.190000000000000000e+02,3.783949364515936742e-04
2.200000000000000000e+02,3.842268996474198107e-04
2.210000000000000000e+02,3.890641132680381243e-04
2.220000000000000000e+02,3.936477632714465965e-04
2.230000000000000000e+02,3.988555698710639008e-04
2.240000000000000000e+02,4.026590241292113599e-04
2.250000000000000000e+02,4.065209930682533936e-04
2.260000000000000000e+02,4.097978151983496268e-04
2.270000000000000000e+02,4.130551324348144255e-04
2.280000000000000000e+02,4.153762147769659218e-04
2.290000000000000000e+02,4.180288803108533771e-04
2.300000000000000000e+02,4.210716437173713661e-04
2.310000000000000000e+02,4.240949022302578121e-04
2.320000000000000000e+02,4.275277635094062805e-04
2.330000000000000000e+02,4.301804290432937358e-04
2.340000000000000000e+02,4.325405211727083180e-04
2.350000000000000000e+02,4.346665545785446017e-04
2.360000000000000000e+02,4.367340733034863107e-04
2.370000000000000000e+02,4.389381262838486578e-04
2.380000000000000000e+02,4.419223750094720721e-04
2.390000000000000000e+02,4.443799916070442606e-04
2.400000000000000000e+02,4.465255299065120872e-04
2.410000000000000000e+02,4.481249311842971450e-04
2.420000000000000000e+02,4.494902737385039586e-04
2.430000000000000000e+02,4.506800722500269940e-04
2.440000000000000000e+02,4.528256105494947665e-04
2.450000000000000000e+02,4.552637222534354662e-04
2.460000000000000000e+02,4.574872801274293562e-04
2.470000000000000000e+02,4.586770786389524459e-04
2.480000000000000000e+02,4.605300435339473451e-04
2.490000000000000000e+02,4.615052882155236250e-04
2.500000000000000000e+02,4.622464741735216064e-04
2.510000000000000000e+02,4.644505271538839535e-04
2.520000000000000000e+02,4.659524039635114050e-04
2.530000000000000000e+02,4.671812122622975264e-04
2.540000000000000000e+02,4.686440792846619462e-04
2.550000000000000000e+02,4.698923924770795563e-04
2.560000000000000000e+02,4.713162497121808903e-04
2.570000000000000000e+02,4.727791167345453101e-04
2.580000000000000000e+02,4.750026746085392001e-04
2.590000000000000000e+02,4.763485122691144707e-04
2.600000000000000000e+02,4.774017765252168682e-04
2.610000000000000000e+02,4.788061288666866592e-04
2.620000000000000000e+02,4.799374126973151742e-04
2.630000000000000000e+02,4.818293873795731052e-04
2.640000000000000000e+02,4.838188865299887509e-04
2.650000000000000000e+02,4.854572975950368404e-04
2.660000000000000000e+02,4.873882820645578573e-04
2.670000000000000000e+02,4.883050120652396167e-04
2.680000000000000000e+02,4.897288693003409507e-04
2.690000000000000000e+02,4.915038146208097324e-04
2.700000000000000000e+02,4.929861865368056952e-04
2.710000000000000000e+02,4.941174703674342103e-04
2.720000000000000000e+02,4.958924156879029920e-04
2.730000000000000000e+02,4.982134980300545425e-04
2.740000000000000000e+02,5.012367565429409885e-04
2.750000000000000000e+02,5.027386333525683858e-04
2.760000000000000000e+02,5.039284318640914213e-04
2.770000000000000000e+02,5.062495142062429718e-04
2.780000000000000000e+02,5.079659448458172331e-04
2.790000000000000000e+02,5.099749488898643133e-04
2.800000000000000000e+02,5.124130605938050130e-04
2.810000000000000000e+02,5.146366184677989572e-04
2.820000000000000000e+02,5.170942350653710915e-04
2.830000000000000000e+02,5.195128418756802483e-04
2.840000000000000000e+02,5.214048165579382877e-04
2.850000000000000000e+02,5.228676835803027076e-04
2.860000000000000000e+02,5.251692610288227151e-04
2.870000000000000000e+02,5.276073727327633064e-04
2.880000000000000000e+02,5.304355823093345398e-04
2.890000000000000000e+02,5.321715178425403441e-04
2.900000000000000000e+02,5.349607176318484916e-04
2.910000000000000000e+02,5.374183342294206259e-04
2.920000000000000000e+02,5.393688235925731857e-04
2.930000000000000000e+02,5.422165380627759620e-04
2.940000000000000000e+02,5.450057378520840011e-04
2.950000000000000000e+02,5.487311725357054510e-04
2.960000000000000000e+02,5.527296757301681769e-04
2.970000000000000000e+02,5.567866936055254233e-04
2.980000000000000000e+02,5.611362848853555969e-04
2.990000000000000000e+02,5.656029055269749199e-04
3.000000000000000000e+02,5.717079372336424407e-04
3.010000000000000000e+02,5.783981157492555994e-04
