3.020000000000000000e+02,5.854783921374994001e-04
3.030000000000000000e+02,5.930072810792681465e-04
3.040000000000000000e+02,5.994438959776715722e-04
3.050000000000000000e+02,6.047297221518149399e-04
3.060000000000000000e+02,6.115369300292173562e-04
3.070000000000000000e+02,6.189877993964600393e-04
3.080000000000000000e+02,6.303591523836393849e-04
3.090000000000000000e+02,6.414574368599773460e-04
3.100000000000000000e+02,6.509758249521618466e-04
3.110000000000000000e+02,6.597335221927167143e-04
3.120000000000000000e+02,6.670868670918017910e-04
3.130000000000000000e+02,6.758835741196198531e-04
3.140000000000000000e+02,6.858505747653292992e-04
3.150000000000000000e+02,6.963832173263530571e-04
3.160000000000000000e+02,7.086517954205825108e-04
3.170000000000000000e+02,7.200231484077618564e-04
3.180000000000000000e+02,7.323307362892545044e-04
3.190000000000000000e+02,7.443262458726425737e-04
3.200000000000000000e+02,7.559121526897686748e-04
3.210000000000000000e+02,7.691169656783114310e-04
3.220000000000000000e+02,7.821072248369074316e-04
3.230000000000000000e+02,7.955265916553969432e-04
3.240000000000000000e+02,8.140562406053460445e-04
3.250000000000000000e+02,8.341462810458172804e-04
3.260000000000000000e+02,8.481507946732525383e-04
3.270000000000000000e+02,8.653151010689949345e-04
3.280000000000000000e+02,8.863413764037793643e-04
3.290000000000000000e+02,9.060608238652516095e-04
3.300000000000000000e+02,9.267750209019316775e-04
3.310000000000000000e+02,9.473526836831909449e-04
3.320000000000000000e+02,9.687105422097113880e-04
3.330000000000000000e+02,9.867720737125038923e-04
3.340000000000000000e+02,1.003721826278299424e-03
3.350000000000000000e+02,1.024982160336662370e-03
3.360000000000000000e+02,1.044155470776451846e-03
3.370000000000000000e+02,1.068283024198648677e-03
3.380000000000000000e+02,1.090362563789535558e-03
3.390000000000000000e+02,1.109282310612115302e-03
3.400000000000000000e+02,1.125042264666387907e-03
